Time_us,angl_accel_x,angl_accel_y,angl_accel_z
2919665,-0.00711135008975725,0.0226645780748239,0.00842299732871731
3490270,0.0325578051706013,-0.0840377787861922,0.00958166855689378
4367419,0.101022199243956,-0.111026247550626,0.00442269124869449
5017159,-0.1685011925588,0.0332280101121537,-0.00178592999512666
5545281,0.0138353112315926,-0.2017129671083,-0.0239270024688888
6547380,0.111509099641043,-0.0731111161296575,0.000938557288414882
7132146,-0.0285020521643935,0.172537524993163,-0.013400078331387
7907669,-0.127065065613764,-0.0595568679118456,0.0129172229849147
8909768,0.00111388927470938,0.0242451788713901,0.00802217445398084
9767758,0.136456131493588,0.071315061771021,-0.00813762957182718
10769857,0.0662014400959672,0.0424128307008647,0.0146544499082898
11564539,-0.132608073990774,0.0882322073739274,-0.0078000261868073
12564972,-0.00900137967480235,-0.00717262174037549,-0.00943395993797435
13567071,0.0928105697088743,0.106028236398393,-0.00136350813458706
14567504,0.128585530281958,0.00168276520340118,0.002754587807456
15569603,-6.83902227493799e-07,-0.019849654761516,-0.000480117602641029
16222675,-0.396883376190785,0.0313732043826656,0.00918571483132629
16240168,-0.578733114454885,-0.0145971788335518,-0.0144242248925897
16250164,-0.619875900927968,0.0398629757059318,-0.00790021614355741
16260160,-0.433925174803507,0.0033339066406427,-0.00394161286681224
16265158,-0.265893026550629,0.0104744038825387,0.01076597724253
16270156,-0.189075456240496,-0.0396230145247546,-0.00365353875429528
16275154,-0.148141127747091,0.0515185338401844,0.0140068202316579
16280152,-0.0193109037705819,0.0458182219077452,0.0279686055078003
16285150,0.0939978594049604,0.032957656961768,0.0224017044216664
16290148,0.187719499087765,-0.00985300752035378,0.00199332561074333
16295146,0.444254705868852,-0.0649390754201104,-0.0201272707698347
16300144,0.418335293397478,-0.0377825596144508,-0.0169642747700336
16305142,0.660419527324349,-0.0393005601496646,-0.0349410381322767
16310140,0.697888618024102,-0.0229453771924902,-0.014337390334427
16315138,0.726226507018446,0.000564584621663464,-0.0316382632034408
16320136,0.841525943217627,0.0147482944868445,-0.00446379262244399
16330132,0.952802639162649,0.0217461375103866,0.0196322378071254
16337629,-0.888706936896106,-0.050191366376423,0.00910096866654377
16342627,-0.809311508256376,0.0325812683677351,0.00255822247394874
16347625,-0.754768436259335,0.0676044666359679,-0.00942605098921591
16352623,-0.734943198029098,-0.0279052534519936,-0.00326956038857018
16357621,-0.653932809103699,-0.0282823145834457,0.0125209309495164
16362619,-0.617204630795849,-0.0382678582685788,-0.0185480308931045
16367617,-0.712784579408631,-0.0429678205168109,-0.0212582047259041
16372615,-0.523397529949105,-0.0287237843169988,-0.0148369470715422
16377613,-0.563674779213885,0.0401724917626884,-0.00489523132868548
16382611,-0.542291332131848,0.0497931163188426,-0.0182073695084462
16387609,-0.51609955091614,0.0432794931529102,-0.0134526522126602
16392607,-0.356472173425476,0.0343832572335438,-0.0111259915651021
16397605,-0.414678424090795,-0.0451994250666303,-0.0168176064813953
16402603,-0.32493135149033,0.0299968759333508,0.0126365640688506
16407601,-0.324866364759103,0.0185428780331917,0.00692906397314554
16417597,-0.191953620818613,0.0311729272779016,-0.00386065204598299
16427593,-0.218471742227407,0.0252629878377992,-0.0112477995219742
16437589,0.0318820192899347,0.00986595367879123,-0.0146613812356602
16452583,-0.0337153060305908,0.0157948869214072,-0.0147884558445557
16482571,0.231679788400939,-0.0240940799569221,-0.0188797555242893
16540048,0.00572529994400317,-0.0283008392339657,0.0108269092295
16575034,-0.0646525684842145,0.0236662864296208,0.0157519514643371
16605022,-0.358256849855425,-0.0155846142623829,0.0229561163963933
16635010,-0.487953444220077,0.0254965946978578,0.0221708197873621
16660000,-0.45335756012677,-0.0120089517940626,0.014966004861391
16692487,0.54845210904083,0.0251010648092486,-0.0249838350282809
16722475,0.526266355337735,0.0387488152009997,-0.0248208774621154
16757461,0.494861447037918,0.0143683827780192,-0.052281003572945
16777453,0.365365631071795,-0.00718900118223023,-0.0220468534095506
16827433,0.251128212393148,-0.0798859442890673,-0.02827376968959
17829532,0.105172351078562,-0.0326343601783502,0.0282979816285062
18829965,-0.00149735864271892,-0.00857340442939308,-0.0140727656347248
19832064,0.00503932378885477,0.00727856380673533,0.0167198538627081
20455148,0.264717297014365,0.0290926678304492,0.000885287732146485
20475140,0.431249897854388,-0.0833578589111001,0.00984894430477397
20485136,0.441669642696019,-0.016077619605548,-0.0159829715849437
20495132,0.307523082938803,-0.0208398084328439,0.00688177795842927
20505128,0.166234807089529,-0.013958120818401,0.00239968519485328
20510126,-0.00114075643107814,-0.0621216104395065,0.00782966507661223
20515124,-0.0623854889910356,-0.0375424047075427,0.00831592424361281
20520122,-0.247010481173888,0.00298653208198252,0.00129621436630896
20525120,-0.238727877953672,0.0461506916553274,-0.00365647471263639
20530118,-0.30923664152097,0.0133067437478985,0.00201659485538754
20535116,-0.412440860271938,0.014676130822728,-0.00450261965041807
20540114,-0.501025374641153,0.0315305702851654,-0.00397474278300226
20545112,-0.551715107130953,0.0457060725827417,-0.00780993325919195
20555108,-0.724871015732459,0.0742137240206697,-0.00812709436367786
20565104,-0.806766917850433,0.0324518414020171,-0.00956097450216164
20575100,-0.95656620013157,0.0843748816597115,0.00410885326580541
20582597,0.855143989674283,-0.0837141784443061,0.0345244798101399
20592593,0.748985247702262,-0.0659186157320905,0.0313692901609182
20597591,0.653896651099162,-0.0832319650389449,0.0222508555304285
20602589,0.638430504105433,-0.0248130336447913,0.0195952462835924
20607587,0.58509474436501,-0.0282507575910347,0.0113969458067376
20612585,0.603120549352071,-0.0996397683436009,0.00561300797140966
20622581,0.481523172028077,-0.0877789577260126,0.0129452177923895
20627579,0.432639587786585,-0.0868204273700961,0.00585557702933154
20632577,0.401692971508199,-0.102730398845792,0.00701828998793352
20637575,0.463250244215622,-0.0372525846485259,0.0167983366034414
20647571,0.275141738170343,-0.04374134140456,0.0126118316781412
20657567,0.265475208985596,0.0621006614264246,0.0385542719513039
20667563,0.191603599367093,-0.0739776431136384,0.0294882093031042
20677559,0.0850675325991088,-0.0104383381800762,0.0275066041278962
20692553,-0.0521109967587774,-0.0618249653309328,0.0127497705411274
20770022,-0.259340662715992,-0.00453782490836435,-0.0226505820487398
20820002,0.189680239254124,0.0945525657860249,-0.0290279587125429
20849990,0.285160852721636,-0.0143741048471618,-0.0359016045506821
20879978,0.420381756841976,0.050885431799104,-0.0130091884740638
20909966,0.519587421241186,-0.0226887413854554,-0.0335859539370111
20937455,-0.58483645558102,0.0710955813006229,0.0396511723938056
20962445,-0.470339586063378,0.0655556561839085,0.0274129985542721
20997431,-0.408159733949492,0.0675448105490004,0.0155262506784576
21027419,-0.234354444724204,0.0533495314740385,0.0266751998514598
21137375,-0.0159170276735829,0.0307305959792535,0.0233081676513273
22139474,-0.00631491861744788,-0.0128303868964374,-0.0184225179557874
23139907,-0.00568231453381285,-0.00776120793421959,0.0104737113408143
24124513,-0.110178420693457,-0.0915997477527719,0.00541906558782403
24560172,-0.025893406258303,-0.221537513227684,0.00394450020302631
24687621,-0.0311056322281024,-0.183020503431717,0.00979912038167881
25142439,0.0626127119468435,0.00631070505333314,0.0188908357982347
26099556,-0.111211403382604,-0.104364977045747,-0.0148388284722479
27099989,0.0578124091717584,-0.0359926448928941,0.0100970448292246
27789713,0.0826118289248952,0.0670987615680862,-0.00542935403531354
28557739,-0.00406411639022249,0.123474631979433,-0.00132578797468969
29559838,-0.000253386150194726,-0.0102259850424312,0.0130419143700191
30560271,-0.0560849172351368,0.0708953207265449,-0.00633972500492647
31547376,0.114267739830183,-0.0695286584039634,-0.00573755621934839
